datasetid,publicationid,primarypub,year,citation,articletitle,journal,volume,issue,pages,doi,url
27200,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27201,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27202,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27203,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27204,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27205,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27206,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27207,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27208,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27209,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27210,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27211,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27212,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27213,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27214,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27215,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27216,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27217,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27218,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27219,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27220,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27221,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27222,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27223,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27535,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27536,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27537,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27538,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27539,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27540,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27541,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27542,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27543,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27544,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27545,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27546,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27547,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27548,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27549,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27556,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27557,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27558,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27559,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27560,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27561,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27562,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27563,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27564,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27575,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27576,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27577,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27578,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27579,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27580,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27581,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27582,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
27615,11231,True,2005,"Booth, R.K., and J.R. Zygmunt. 2005. Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America. Diversity and Distributions 11(6):577-590. [DOI: 10.1111/j.1366-9516.2005.00154.x]",Biogeography and comparative ecology of testate amoebae inhabiting Sphagnum-dominated peatlands in the Great Lakes and Rocky Mountain regions of North America,Diversity and Distributions,11,6,577-590,10.1111/j.1366-9516.2005.00154.x,
